CINUM,SOURCECI,RELATIONNUM,TARGETCI,ISPRIMARYFIREWALL,Import_Error
F5VIP-10.20.129.60: 17831,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17831,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17832,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17832,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17833,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17833,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17834,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17834,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17835,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17835,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17836,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17836,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17837,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17837,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17838,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17838,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17839,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17839,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17840,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17840,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17841,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17841,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17842,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17842,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17843,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17843,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17844,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17844,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17845,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17845,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17846,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17846,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17847,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17847,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17848,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17848,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17849,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17849,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 17850,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 17850,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.60: 19826,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.60: 19826,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.129.109: 17848,LB-10.31.32.8,HOSTS,F5VIP-10.20.129.109: 17848,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.26.68: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.26.68: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.26.68: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.26.68: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.245.24: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.24: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.4.199: 3443,LB-10.31.32.8,HOSTS,F5VIP-10.190.4.199: 3443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.4.199: 443,LB-10.31.32.8,HOSTS,F5VIP-10.190.4.199: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.4.199: 4443,LB-10.31.32.8,HOSTS,F5VIP-10.190.4.199: 4443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.4.199: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.190.4.199: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.199: 443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.199: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.199: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.199: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 3443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 3443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 7080,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 7080,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 6443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 6443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 8090,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 8090,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 5443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 5443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 7443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 7443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 80,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 9443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 9443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.6.39: 4443,LB-10.31.32.8,HOSTS,F5VIP-10.190.6.39: 4443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.190.130.118: 443,LB-10.31.32.8,HOSTS,F5VIP-10.190.130.118: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.127.36: 443,LB-10.31.32.8,HOSTS,F5VIP-10.20.127.36: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.35.62: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.35.62: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.251.102: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.251.102: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.251.102: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.251.102: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.112: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.112: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.112: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.112: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.212: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.212: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.212: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.212: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.37.180: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.37.180: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.37.180: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.37.180: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.37.180: 9443,LB-10.31.32.8,HOSTS,F5VIP-10.19.37.180: 9443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.255.100: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.255.100: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.255.100: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.255.100: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.69: 22623,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.69: 22623,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.70: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.70: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.69: 6443,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.69: 6443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.70: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.70: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.200: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.200: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.199: 22623,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.199: 22623,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.199: 6443,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.199: 6443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.25.200: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.25.200: 80,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.28.192: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.28.192: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.28.160: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.28.160: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.21.104: 443,LB-10.31.32.8,HOSTS,F5VIP-10.20.21.104: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.21.104: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.20.21.104: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.21.70: 443,LB-10.31.32.8,HOSTS,F5VIP-10.20.21.70: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.20.21.70: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.20.21.70: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.57.40: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.57.40: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.57.40: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.19.57.40: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.245.230: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.230: 443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.19.245.230: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.230: 8443,0,"BMXAA4129E - The record for Source Configuration Item Number=LB-10.31.32.8, Target Configuration Item Number=F5VIP-10.19.249.17: 443, Relation=HOSTS already exists. Ensure that the key value for the given record is unique."
F5VIP-10.22.75.165: 443,LB-10.31.6.133,HOSTS,F5VIP-10.22.75.165: 443,0,
F5VIP-10.22.246.135: 443,LB-10.31.6.133,HOSTS,F5VIP-10.22.246.135: 443,0,
F5VIP-10.19.249.232: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.249.232: 80,0,
F5VIP-10.19.71.36: 19005,LB-10.31.32.8,HOSTS,F5VIP-10.19.71.36: 19005,0,
F5VIP-10.19.89.139: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.89.139: 443,0,
F5VIP-10.19.30.138: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.30.138: 443,0,
F5VIP-10.19.30.138: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.19.30.138: 8443,0,
F5VIP-10.19.30.138: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.30.138: 80,0,
F5VIP-10.19.30.138: 8444,LB-10.31.32.8,HOSTS,F5VIP-10.19.30.138: 8444,0,
F5VIP-10.19.23.50: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.23.50: 443,0,
F5VIP-10.19.23.50: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.23.50: 80,0,
F5VIP-10.19.46.67: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.46.67: 80,0,
F5VIP-10.19.32.10: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.32.10: 443,0,
F5VIP-10.19.32.10: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.32.10: 80,0,
F5VIP-10.19.193.10: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.193.10: 80,0,
F5VIP-10.19.193.10: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.193.10: 443,0,
F5VIP-10.19.193.10: 8098,LB-10.31.32.8,HOSTS,F5VIP-10.19.193.10: 8098,0,
F5VIP-10.19.193.10: 8125,LB-10.31.32.8,HOSTS,F5VIP-10.19.193.10: 8125,0,
F5VIP-10.19.248.116: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.248.116: 443,0,
F5VIP-10.22.76.40: 443,LB-10.31.6.133,HOSTS,F5VIP-10.22.76.40: 443,0,
F5VIP-10.22.246.70: 443,LB-10.31.6.133,HOSTS,F5VIP-10.22.246.70: 443,0,
F5VIP-10.19.245.70: 12920,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.70: 12920,0,
F5VIP-10.19.245.70: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.70: 443,0,
F5VIP-10.19.245.70: 7443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.70: 7443,0,
F5VIP-10.19.245.70: 8443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.70: 8443,0,
F5VIP-10.19.245.70: 9443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.70: 9443,0,
F5VIP-10.19.57.136: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.57.136: 443,0,
F5VIP-10.19.57.180: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.57.180: 443,0,
F5VIP-10.19.187.199: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.187.199: 443,0,
F5VIP-10.19.187.198: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.187.198: 443,0,
F5VIP-10.19.187.198: 444,LB-10.31.32.8,HOSTS,F5VIP-10.19.187.198: 444,0,
F5VIP-10.19.187.138: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.187.138: 443,0,
F5VIP-10.19.187.137: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.187.137: 443,0,
F5VIP-10.19.187.136: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.187.136: 443,0,
F5VIP-10.19.249.164: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.249.164: 443,0,
F5VIP-10.19.250.14: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.250.14: 80,0,
F5VIP-10.19.250.14: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.250.14: 443,0,
F5VIP-10.19.251.14: 80,LB-10.31.32.8,HOSTS,F5VIP-10.19.251.14: 80,0,
F5VIP-10.19.251.14: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.251.14: 443,0,
F5VIP-10.19.47.68: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.47.68: 443,0,
F5VIP-10.19.248.148: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.248.148: 443,0,
F5VIP-10.19.47.85: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.47.85: 443,0,
F5VIP-10.19.151.35: 993,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.35: 993,0,
F5VIP-10.19.151.35: 110,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.35: 110,0,
F5VIP-10.19.151.35: 995,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.35: 995,0,
F5VIP-10.19.151.60: 143,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.60: 143,0,
F5VIP-10.19.151.60: 993,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.60: 993,0,
F5VIP-10.19.151.60: 110,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.60: 110,0,
F5VIP-10.19.151.60: 995,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.60: 995,0,
F5VIP-10.19.151.120: 25,LB-10.31.32.8,HOSTS,F5VIP-10.19.151.120: 25,0,
F5VIP-10.19.254.25: 25,LB-10.31.32.8,HOSTS,F5VIP-10.19.254.25: 25,0,
F5VIP-10.19.254.30: 587,LB-10.31.32.8,HOSTS,F5VIP-10.19.254.30: 587,0,
F5VIP-10.19.254.30: 25,LB-10.31.32.8,HOSTS,F5VIP-10.19.254.30: 25,0,
F5VIP-10.19.245.104: 443,LB-10.31.32.8,HOSTS,F5VIP-10.19.245.104: 443,0,
F5VIP-10.20.128.235: 443,LB-10.31.32.8,HOSTS,F5VIP-10.20.128.235: 443,0,
F5VIP-10.20.128.227: 443,LB-10.31.32.8,HOSTS,F5VIP-10.20.128.227: 443,0,
